OID_,_id1,OBJECTI2,SEGMENT3,INSTALL4,UPGRADE5,PRE_AMA6,STREET_7,FROM_ST8,TO_STRE9,ROADCLA10,CNPCLAS11,SURFACE12,OWNER13,DIR_LOW14,INFRA_L15,SEPA_LO16,SEPB_LO17,ORIG_LO18,DIR_HIG19,INFRA_H20,SEPA_HI21,SEPB_HI22,ORIG_HI23,BYLAWED24,EDITOR25,LAST_ED26,UPGRADE27,CONVERT28,starx,stary,ex,ey,cex,cey,len,lennorm,OBJECTID,Join_Count,TARGET_FID,_id1_1,CENTREL2,LINEAR_26,LINEAR_27,LINEAR_28,LINEAR_29,LINEAR_30,FROM_IN31,TO_INTE32,ONEWAY_33,ONEWAY_34,FEATURE35,FEATURE36,JURISDI37,CENTREL38,OBJECTI39,MI_PRIN40,lenkm,Shape_Length
1148,1149,1149,1149,2017,0, ,Waterfront Drive,Marine Parade Dr,Palace Pier Crt, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.47568776,43.62924377,-79.47403868,43.63057025,-79.47477401,43.62979715,201.8026624,0,210,6,1148,1149,30090684,Waterfront,Dr,None,None,Waterfront Dr,14188085,30090683,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,230776,230776,0.06675498,0.002148478
1149,1150,1150,1150,2017,0, ,Waterloo Ave,Dufferin St,Gladstone Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42837661,43.6457552,-79.42984578,43.64547357,-79.42911119,43.64561438,122.5960931,0,211,7,1149,1150,14018668,Waterloo,Ave,None,TO,Waterloo Ave,14018669,13467580,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,208566,208566,0.076950862,0.001495919
1150,1151,1151,1151,2007,0, ,Knox Ave,Queen St E,Eastern Ave, , , , , ,Signed Route (No Pavement Markings), , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.32527015,43.66251694,-79.32598699,43.6642231,-79.32562123,43.66337314,198.1925768,0,212,12,1150,1151,7650549,Knox,Ave,None,TO,Knox Ave,13464606,13464513,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,24066,24066,0.067550727,0.001850742
1151,1152,1152,1152,2014,0, ,Phoebe St,Soho St,Beverely St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.39266072,43.65088791,-79.39391141,43.65067372,-79.39328394,43.65076113,104.9616238,0,213,9,1151,1152,12601270,Phoebe,St,None,None,Phoebe St,13466643,13466683,0,Not One-Way,201500,Local,CITY OF TORONTO,None,225073,225073,0.090705819,0.001277558
1152,1153,1153,1153,2014,0, ,Richmond St W,Niagara St,Bathurst St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40376095,43.64647175,-79.40960506,43.64529751,-79.40668298,43.6458845,489.2291457,0,214,13,1152,1153,14025206,Richmond,St,W,None,Richmond St W,14025207,13467565,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,17007,17007,0.215638902,0.005960912
1153,1154,1154,1154,2014,0, ,Stephanie St,Beverly St,John St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.39162349,43.65119663,-79.39271421,43.65100162,-79.39216936,43.65110191,90.62351732,0,215,11,1153,1154,14019508,Stephanie,St,None,None,Stephanie St,14019509,13466597,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,17834,17834,0.046864229,0.001108025
1154,1155,1155,1155,2017,0, ,Bellevue Ave,College St,Wales Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40290942,43.65308868,-79.40453023,43.65711798,-79.403735,43.65509753,466.4107633,0,216,14,1154,1155,30017518,Bellevue,Ave,None,None,Bellevue Ave,30017516,13465636,0,Not One-Way,201500,Local,CITY OF TORONTO,None,72794,72794,0.048018207,0.004343543
1155,1156,1156,1156,2002,0, ,Montrose Ave,Bloor St W,Harbord St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.41957595,43.65952315,-79.42091494,43.66302548,-79.42024185,43.66127568,403.8396637,0,217,8,1155,1156,14020067,Montrose,Ave,None,None,Montrose Ave,13465282,14020069,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,17368,17368,0.350565376,0.00374957
1156,1157,1157,1157,2007,2021, ,Chester Hill Rd,Cambridge Ave,Broadview Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.35890009,43.68127498,-79.3576894,43.68128061,-79.35829474,43.68127779,97.625827,0,218,8,1156,1157,14035939,Chester Hill,Rd,None,None,Chester Hill Rd,13461463,14035941,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,27843,27843,0.05358103,0.001210711
1157,1158,1158,1158,2014,0, ,Lindsey Ave,Brock Ave,Dufferin St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.4329326,43.65348305,-79.43672202,43.65274333,-79.43482713,43.65311227,316.5554129,0,219,15,1157,1158,14019015,Lindsey,Ave,None,None,Lindsey Ave,14019016,13466338,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,112473,112473,0.122210409,0.003860944
1158,1159,1159,1159,2014,0, ,Fermanagh Ave,Roncesvalles Ave,Sorauren Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.4438791,43.64733889,-79.44905978,43.64633769,-79.44646818,43.64683167,432.5310493,0,220,11,1158,1159,14017559,Fermanagh,Ave,None,None,Fermanagh Ave,14017561,13467486,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,20892,20892,0.294324289,0.005276556
1159,1160,1160,1160,2015,0, ,Argyle St,Northcote Ave,Lisgar St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.4246825,43.64593107,-79.42704272,43.64544433,-79.42586337,43.64569135,197.9591432,0,221,10,1159,1160,1146360,Argyle,St,None,None,Argyle St,13467542,13467577,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,221122,221122,0.100369773,0.002409901
1160,1161,1161,1161,2001,2017, ,Colborne Lodge Dr,High Park Trl Branch,The Queensway, , , , , ,Sharrows - Wayfinding, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.45938783,43.63953516,-79.46076,43.64069102,-79.46015084,43.64001373,179.9174841,0,222,6,1160,1161,30063345,Colborne Lodge,Dr,None,None,Colborne Lodge Dr,30007402,30063344,0,Not One-Way,201600,Other,CITY OF TORONTO,None,172308,172308,0.154823452,0.001926496
1161,1162,1162,1162,2001,0, ,Strathcona Ave,Carlaw Ave,Pape Ave, , , , , ,Signed Route (No Pavement Markings), , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.34598271,43.6753412,-79.34361096,43.67587811,-79.34479776,43.67561377,200.3706763,0,223,9,1161,1162,14021582,Strathcona,Ave,None,None,Strathcona Ave,13462487,14021584,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,27480,27480,0.161706146,0.002431913
1162,1163,1163,1163,2014,2016, ,Simcoe St,King St W,Wellington St, , , , , ,Sharrows, , , , ,Cycle Track - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.38556188,43.64605398,-79.38611058,43.64739509,-79.38583623,43.64672454,155.4410236,0,224,7,1162,1163,1146180,Simcoe,St,None,None,Simcoe St,13467394,13467173,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,17802,17802,0.155441024,0.00144901
1163,1164,1164,1164,2014,0, ,Simcoe St,Richmond St W,King St W, , , , , ,Cycle Track, , , , ,Cycle Track - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.38611058,43.64739509,-79.38713774,43.64990642,-79.38662623,43.64864988,291.0781309,0,225,15,1163,1164,5866228,Simcoe,St,None,None,Simcoe St,13466853,13466756,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,16588,16588,0.075315332,0.002713423
1164,1165,1165,1165,2014,0, ,Simcoe St,Queen St W,Richmond St W, , , , , ,Sharrows, , , , ,Cycle Track - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.38713774,43.64990642,-79.38751634,43.65067292,-79.38730679,43.6502984,90.98909678,0,226,9,1164,1165,14025311,Simcoe,St,None,None,Simcoe St,13466756,14025313,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,18582,18582,0.040987657,0.000862017
1165,1166,1166,1166,2019,0, ,Blue Jays Way,Navy Wharf Cres,Wellington St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.3917945,43.64474855,-79.39190443,43.64164426,-79.39122275,43.64328601,405.2742886,0,227,15,1165,1166,14025444,Blue Jays,Way,None,None,Blue Jays Way,13467763,14025446,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,18430,18430,0.100624109,0.003957981
1166,1167,1167,1167,2020,0, ,Danforth Ave,Broadview Ave,Dawes Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35887257,43.67620233,-79.29677164,43.68930505,-79.32776407,43.68246784,5215.530469,0,228,136,1166,1167,11046582,Danforth,Ave,None,None,Danforth Ave,13462375,13462292,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,28787,28787,0.208807576,0.063473969
1168,1169,1169,1169,2020,0, ,Roxton Rd,Harbord St,Dewson St, , , , , , , , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.42252736,43.65732894,-79.42309197,43.65879738,-79.42280967,43.65806316,169.3894815,0,229,6,1168,1169,9410404,Roxton,Rd,None,None,Roxton Rd,13465644,13465403,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,18284,18284,0.169389481,0.001573245
1169,1170,1170,1170,2020,0, ,Dewson St,Shaw St,Roxton Rd, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42215471,43.65638951,-79.42095501,43.65662994,-79.42155486,43.65650972,100.3960538,0,230,6,1169,1170,1144458,Dewson,St,None,None,Dewson St,13465766,13465804,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,210163,210163,0.100396054,0.001223557
1171,1172,1172,1172,2020,0, ,University Ave,Bloor St W,Adelaide St W, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.39067575,43.66025741,-79.39315074,43.66637251,-79.3899971,43.65872946,3175.442234,0,231,65,1171,1172,1145635,University,Ave,None,None,University Ave,13466931,13466730,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,16587,16587,0.147743833,0.03045797
1172,1173,1173,1173,2001,2020, ,Shaw St,College St,Harrison St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.41893452,43.65143327,-79.42026716,43.65489359,-79.41959518,43.65316564,399.2438668,0,232,15,1172,1173,14019718,Shaw,St,None,None,Shaw St,14019721,13466032,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,214394,214394,0.05079837,0.003708619
1173,1174,1174,1174,2020,0, ,Willowdale Ave,Bishop Ave,Empress Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.40283784,43.77148542,-79.40787176,43.78344055,-79.40537001,43.77745656,1388.774973,0,233,37,1173,1174,5200718,Willowdale,Ave,None,None,Willowdale Ave,13446622,13446272,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,234917,234917,0.314847989,0.012972026
1174,1175,1175,1175,2013,2020, ,Shaw St,Dupont St,Harbord St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42188406,43.65903651,-79.42661147,43.67059553,-79.42422926,43.6648237,1339.775492,0,234,52,1174,1175,1142364,Shaw,St,None,None,Shaw St,13463749,13463623,1,Follow-Digitization,201400,Collector,CITY OF TORONTO,None,225523,225523,0.08045331,0.01248982
1175,1176,1176,1176,2020,0, ,Ulster St,Borden St,Brunswick Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40652938,43.66032352,-79.40534079,43.66055246,-79.40593509,43.66043799,99.19141852,0,235,10,1175,1176,30135293,Brunswick,Ave,None,None,Brunswick Ave,30135291,13465084,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,236522,236522,0.02981368,0.00121044
1176,1177,1177,1177,2020,0, ,Brunswick Ave,Lowther St,Ulster St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40534079,43.66055246,-79.40830326,43.66803656,-79.40681695,43.6642966,865.2293486,0,236,23,1176,1177,8417267,Brunswick,Ave,None,None,Brunswick Ave,13464232,13463884,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,14866,14866,0.245085919,0.008049927
1177,1178,1178,1178,2020,0, ,Borden St,Ulster St,College St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40522835,43.65697929,-79.40652938,43.66032352,-79.40586781,43.65865578,386.1309869,0,237,10,1177,1178,14022097,Ulster,St,None,None,Ulster St,14022098,13465125,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,236518,236518,0.044267885,0.003588883
1178,1179,1179,1179,2001,2019, ,Wellington St W,Niagara St,Bathurst St, , , , , , , , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4021959,43.64265536,-79.40612328,43.64184385,-79.40415713,43.64223807,329.4830132,0,238,10,1178,1179,14025058,Niagara,St,None,None,Niagara St,13467988,14025060,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,237532,237532,0.127528369,0.004010474
1179,1180,1180,1180,2020,0, ,Wellington St W,Strachan Ave,Niagara St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.41146951,43.64075832,-79.40612328,43.64184385,-79.40879636,43.64130094,447.9301737,0,239,14,1179,1180,7553535,Wellington,St,W,None,Wellington St W,13468104,13468144,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,148143,148143,0.102368317,0.005455401
1180,1181,1181,1181,2020,0, ,Douro St,Shaw St,Strachan Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.41470718,43.64064336,-79.41146951,43.64075832,-79.41309103,43.64058716,264.4129786,0,240,8,1180,1181,5999109,Douro,St,None,None,Douro St,13468161,13468158,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,16810,16810,0.108378737,0.003258598
1181,1182,1182,1182,2001,2020, ,Rathburn Rd,The East Mall,Martin Grove Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.55524495,43.65703576,-79.56427512,43.65494568,-79.5597661,43.65601653,764.7670003,0,241,17,1181,1182,8105744,Rathburn,Rd,None,None,Rathburn Rd,13466070,13466174,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,6803,6803,0.256452838,0.009270281
1182,1183,1183,1183,2020,0, ,Ellis Ave,The Queensway,Martin Goodman Trail, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.46645206,43.63777049,-79.4649987,43.6360064,-79.46569544,43.6369229,228.8049469,0,242,12,1182,1183,9445898,Ellis,Ave,None,TO,Ellis Ave,13468687,13468634,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,19047,19047,0.070595242,0.002290504
1183,1184,1184,1184,2020,0, ,Douro St,King St W,Shaw St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.41664033,43.64111202,-79.41470718,43.64064336,-79.4156805,43.64067591,184.6769526,0,243,6,1183,1184,30133736,Douro,St,None,None,Douro St,13468158,30133735,0,Not One-Way,201500,Local,CITY OF TORONTO,None,235302,235302,0.146934746,0.002162438
1184,1185,1185,1185,2020,0, ,Sumach St,Shuter St,King St E, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.35841585,43.65558216,-79.35950522,43.65830138,-79.35896875,43.6569383,314.6847481,0,244,15,1184,1185,14036546,Sumach,St,None,None,Sumach St,14036547,13465571,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,24412,24412,0.101719297,0.002929992
1185,1186,1186,1186,2010,0, ,Rathburn Rd,Ravencrest Dr,Islington Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.5311891,43.66241101,-79.54955408,43.65838865,-79.54038121,43.66044609,1547.909753,0,245,38,1185,1186,9278721,Rathburn,Rd,None,None,Rathburn Rd,13465333,13465491,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,6133,6133,0.349485219,0.018804507
1186,1187,1187,1187,2007,0, ,Sentinel Rd,The Pond Rd,Dovehouse Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.49324974,43.74860628,-79.50249285,43.77001129,-79.4995481,43.7588282,2691.539518,0,246,49,1186,1187,10071213,Sentinel,Rd,None,None,Sentinel Rd,13450269,13449981,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,46323,46323,0.3344353,0.02608929
1187,1188,1188,1188,2006,2020, ,Huntingwood Dr,Brimley Rd,Commander Blvd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.27336624,43.79840745,-79.26961084,43.79809611,-79.27144329,43.79855905,316.0152805,0,247,8,1187,1188,105200,Huntingwood,Dr,None,None,Huntingwood Dr,13443575,13443576,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,39219,39219,0.233547824,0.003846492
1188,1189,1189,1189,2008,0, ,Dawes Rd,Victoria Park Ave,Secord Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.29722679,43.6935324,-79.2950854,43.7067483,-79.29699686,43.70018301,1506.642218,0,248,41,1188,1189,10365209,Dawes,Rd,None,None,Dawes Rd,13457210,13456915,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,149491,149491,0.229707964,0.013824235
1189,1190,1190,1190,2008,2020, ,Dupont St,Annette St,70 M W Lansdowne Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.45877759,43.66448603,-79.44728857,43.66653379,-79.45303208,43.66536616,972.3277451,0,249,32,1189,1190,1143120,Dupont,St,None,None,Dupont St,13464396,13464479,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,9543,9543,0.145927593,0.011799926
1190,1191,1191,1191,2007,2021, ,Christie St,St Clair Ave W,Dupont St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.42154415,43.67162216,-79.42571962,43.68170951,-79.42352169,43.67668733,1173.253227,0,250,40,1190,1191,6628474,Christie,St,None,None,Christie St,13462648,13462413,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,207607,207607,0.151464685,0.010962053
1191,1192,1192,1192,2020,0, ,Huntingwood Dr,Ridgecrest Dr,Brimley Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.31521499,43.7844899,-79.27336624,43.79840745,-79.29691413,43.7931002,3947.55559,0,251,68,1191,1192,30111171,Huntingwood,Dr,None,None,Huntingwood Dr,30111169,13444639,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,219664,219664,0.201635729,0.046228122
1192,1193,1193,1193,2020,0, ,Bloor St W,Runnymede Rd,Dundas St W, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.45244336,43.65632328,-79.47630458,43.65113521,-79.46437789,43.65374652,2009.555239,0,252,55,1192,1193,9655404,Bloor,St,W,None,Bloor St W,13466046,13466101,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,8719,8719,0.134624141,0.024420035
1193,1194,1194,1194,2020,0, ,Wilmington Ave,Finch Ave W,Sheppard Ave W, , , , , ,Bike Lane - Buffered, , , , ,Bike Lane - Buffered, , , , , ,2023-01-16T19:53:01, , ,-79.46072437,43.77025361,-79.45191858,43.75268838,-79.45635073,43.76145888,2093.749301,0,253,56,1193,1194,439170,Wilmington,Ave,None,None,Wilmington Ave,13447927,13447666,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,50070,50070,0.196792331,0.019886772
1194,1195,1195,1195,2003,2020, ,Shuter St,Sherbourne St,River St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37012259,43.65616273,-79.35745755,43.65952433,-79.36367363,43.65723743,1109.358617,0,254,41,1194,1195,7636691,Shuter,St,None,None,Shuter St,13465715,13465682,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,28182,28182,0.123385661,0.013262031
1195,1196,1196,1196,2016,2018, ,Bloor St W,Shaw St,Bathurst St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.42326859,43.66250994,-79.41120571,43.66511738,-79.41724043,43.66382942,1015.322613,0,255,36,1195,1196,30039622,Bloor,St,W,None,Bloor St W,30039620,30039480,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,120104,120104,0.110691012,0.012342472
1196,1197,1197,1197,2009,2020, ,Conlins Rd,Sheppard Ave E,Canmore Blvd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.18525467,43.79296986,-79.19015399,43.80416334,-79.18768746,43.79857386,1304.71077,0,256,21,1196,1197,104788,Conlins,Rd,None,None,Conlins Rd,13443152,13442989,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,36755,36755,0.219732089,0.01221902
1197,1198,1198,1198,2015,2020, ,Richmond St E,Yonge St,Parliament St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,1,-79.37898468,43.65169201,-79.36402338,43.6545591,-79.37144132,43.65285568,1261.711024,0,257,45,1197,1198,8313037,Richmond,St,E,None,Richmond St E,13466312,13466245,-1,Against-Digitization,201200,Major Arterial,CITY OF TORONTO,None,132084,132084,0.149693063,0.015323031
1198,1199,1199,1199,2015,2020, ,Richmond St W,York St,Yonge St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,1,-79.37898468,43.65169201,-79.38465098,43.65044088,-79.38181652,43.65106067,477.8032051,0,258,14,1198,1199,8677044,Richmond,St,W,None,Richmond St W,13466444,13466536,1,Follow-Digitization,201200,Major Arterial,CITY OF TORONTO,None,17561,17561,0.198180004,0.005802837
1199,1200,1200,1200,2014,2020, ,Richmond St W,Brant St,York St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,1,-79.38465098,43.65044088,-79.39865688,43.64747451,-79.3916514,43.64894601,1184.585994,0,259,32,1199,1200,7930588,Richmond,St,W,None,Richmond St W,13467040,13467124,1,Follow-Digitization,201200,Major Arterial,CITY OF TORONTO,None,15945,15945,0.226706497,0.014368538
1200,1201,1201,1201,2020,1, ,Dundas St E,Sackville St,Broadview St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.36300163,43.66008726,-79.35136106,43.66246732,-79.35721574,43.66142402,977.3532489,0,260,34,1200,1201,1143393,Dundas,St,E,None,Dundas St E,13464720,13464686,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,28117,28117,0.070117701,0.01189428
1201,1202,1202,1202,2017,0, ,Woodbine Ave,Gerrard St E,O'Connor Dr, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.31074748,43.68077535,-79.319032,43.70015668,-79.31487022,43.69047438,2254.839204,0,261,75,1201,1202,14016159,Woodbine,Ave,None,None,Woodbine Ave,13460790,14016161,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,29000,29000,0.110422665,0.02108148
1203,1204,1204,1204,2020,1, ,Bloor St E,Church St,Sherbourne St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37685429,43.67235855,-79.38315235,43.67103217,-79.38000642,43.67170976,528.8816342,0,262,17,1203,1204,1141914,Huntley,St,None,None,Huntley St,13463296,13463150,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,240216,240216,0.114760251,0.006436314
1204,1205,1205,1205,2020,0, ,Vaughan Rd,Northcliffe Blvd,Oakwood Ave, , , , , ,Sharrows, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.44717077,43.69471745,-79.44084489,43.69265445,-79.44398219,43.69376532,560.2636716,0,263,23,1204,1205,7867,Vaughan,Rd,None,None,Vaughan Rd,13459431,13459363,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,12650,12650,0.116473448,0.006662413
1205,1206,1206,1206,2020,2021, ,Bayview Ave,Rosedale Valley Rd,River St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.36015239,43.6701977,-79.35754096,43.66653341,-79.35839789,43.66873215,471.2467385,0,264,8,1205,1206,1142271,Bayview,Ave,None,"TO, EY, NY",Bayview Ave,13463658,13463430,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,200153,200153,0.173558277,0.004667518
1206,1207,1207,1207,2020,0, ,River St,Bayview Ave,Gerrard St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35754096,43.66653341,-79.35924495,43.66370745,-79.35859022,43.66454416,449.1722493,0,265,11,1206,1207,1143000,River,St,None,None,River St,13464355,13464196,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,228490,228490,0.245280702,0.004527802
1207,1208,1208,1208,2020,0, ,River St,Bayview Ave,Gerrard St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35735498,43.6658689,-79.3576147,43.66547175,-79.35750572,43.66568296,49.11640082,0,266,6,1207,1208,12387688,River St Bayview S,Ramp,None,None,River St Bayview S Ramp,13464196,13464210,1,Follow-Digitization,201201,Major Arterial Ramp,CITY OF TORONTO,None,228513,228513,0.031223283,0.000478211
1208,1209,1209,1209,2002,2020, ,Runnymede Rd,Ryding Ave,Maria St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.48241791,43.6663254,-79.48309199,43.66793596,-79.48275484,43.66713073,187.0191355,0,267,8,1208,1209,14668255,Runnymede,Rd,None,None,Runnymede Rd,14668256,13464063,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,5085,5085,0.071028286,0.001745937
1209,1210,1210,1210,2002,2020, ,Runnymede Rd,St Clair Ave W,Ryding Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.48309199,43.66793596,-79.48356406,43.6689936,-79.48332802,43.66846478,123.5243399,0,268,9,1209,1210,14015089,Runnymede,Rd,None,None,Runnymede Rd,13464063,14015091,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,7713,7713,0.063346693,0.001158215
