OID_,status,type,bicycle_cl,length,comfort_le,date_creat,time_creat,date_modif,time_modif,len_m,lenm,startx,starty,endx,endy,shape_id,OBJECTID,Join_Count,TARGET_FID,segment_id,full_name,built_stat,one_way,numeric_pr,name,street_typ,octant,plan_statu,ctp_class,ownership,date_creat_1,time_creat_1,date_modif_1,time_modif_1,date_mod_2,time_mod_2,lenkm,Shape_Length
3802,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:02.0,102.571677137999998,102.571677137999998,-113.9613725,51.035523900000001,-113.9599102,51.035523400000002,3802,3802,6,3801,28686,20 AV SE,Built,B,0,20,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:02.0,1999-07-21 0:00,00:00.0,0.103792364,0.0014623
3803,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:01.0,103.792363889000001,103.792363889000001,-113.9628522,51.035522100000001,-113.9613725,51.035523900000001,3803,3803,7,3802,112,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:01.0,1999-07-21 0:00,00:00.0,0.260623009,0.001479702
3804,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:00.0,105.244579708000003,105.244579708000003,-113.9643526,51.035524799999997,-113.9628522,51.035522100000001,3804,3804,6,3803,112,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,10:08.0,2022-10-17 0:00,15:00.0,1999-07-21 0:00,00:00.0,0.260623009,0.001500403
3805,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,10:08.0,2022-10-17 0:00,14:59.0,85.083219546300001,85.083219546300001,-113.964352,51.036289600000003,-113.9643526,51.035524799999997,3805,3805,5,3804,28498,20 AV SE,Built,B,0,20,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,10:08.0,2022-10-17 0:00,14:59.0,2004-12-06 0:00,00:00.0,0.10524458,0.000764801
3806,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,10:08.0,2022-10-17 0:00,14:59.0,106.036824746999997,106.036824746999997,-113.9599102,51.035523400000002,-113.9583985,51.035522800000003,3806,3806,5,3805,28629,20 AV SE,Built,B,0,20,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,10:08.0,2022-10-17 0:00,14:59.0,2004-07-29 0:00,00:00.0,0.102571677,0.0015117
3807,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:58.0,50.629485785999996,50.629485785999996,-113.9794134,51.036279100000002,-113.9786916,51.036280699999999,3807,3807,7,3806,88485,38 ST SE,Built,B,0,38,ST,SE,RP,Residential Street,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:58.0,2000-12-20 0:00,00:00.0,0.119849347,0.000721802
3808,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:58.0,51.506253518100003,51.506253518100003,-113.9772198,51.036278699999997,-113.9764855,51.036280300000001,3808,3808,7,3807,88436,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:58.0,1999-07-21 0:00,00:00.0,0.051751642,0.000734302
3809,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:57.0,52.628857343200004,52.628857343200004,-113.9801637,51.036281400000000,-113.9794134,51.036279100000002,3809,3809,7,3808,88460,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:57.0,1999-07-21 0:00,00:00.0,0.11978181,0.000750303
3810,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:57.0,52.179948832000001,52.179948832000001,-113.9786916,51.036280699999999,-113.9779477,51.036278400000000,3810,3810,7,3809,88485,38 ST SE,Built,B,0,38,ST,SE,RP,Residential Street,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:57.0,2000-12-20 0:00,00:00.0,0.119849347,0.000743903
3811,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:56.0,50.377135314199997,50.377135314199997,-113.9808819,51.036279399999998,-113.9801637,51.036281400000000,3811,3811,7,3810,88461,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:56.0,1999-07-21 0:00,00:00.0,0.173081139,0.000718203
3812,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:55.0,51.556984126600000,51.556984126600000,-113.9816108,51.036251700000001,-113.9808819,51.036279399999998,3812,3812,7,3811,88386,36 ST SE,Built,B,0,36,ST,SE,RP,Arterial Street,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:55.0,1999-07-21 0:00,00:00.0,0.169465568,0.000731373
3813,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:55.0,51.057046807399999,51.057046807399999,-113.9779477,51.036278400000000,-113.9772198,51.036278699999997,3813,3813,7,3812,88439,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:55.0,1999-07-21 0:00,00:00.0,0.051506254,0.000727901
3814,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:54.0,51.751641757800002,51.751641757800002,-113.9764855,51.036280300000001,-113.9757477,51.036279600000000,3814,3814,7,3813,88436,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,13:34.0,2022-10-17 0:00,14:54.0,1999-07-21 0:00,00:00.0,0.051751642,0.000737801
3815,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:53.0,65.493458280300004,65.493458280300004,-113.9957944,51.035961000000000,-113.9948664,51.036026000000000,3815,3815,6,3814,18405,26 ST SE,Built,B,0,26,ST,SE,RP,Parkway,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:53.0,2005-05-11 0:00,00:00.0,0.246050754,0.000930274
3816,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:53.0,52.669138482000001,52.669138482000001,-113.9823358,51.036172999999998,-113.9816108,51.036251700000001,3816,3816,7,3815,88329,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:53.0,1999-07-21 0:00,00:00.0,0.163815838,0.000735645
3817,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:52.0,54.356989624100002,54.356989624100002,-113.9866335,51.036092199999999,-113.9858588,51.036101100000003,3817,3817,5,3816,43762,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:52.0,2003-02-03 0:00,00:00.0,0.099362243,0.000774797
3818,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:52.0,60.492090054899997,60.492090054899997,-113.9939359,51.036091100000000,-113.9930735,51.036088700000001,3818,3818,6,3817,51381,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:52.0,2006-03-21 0:00,00:00.0,0.06049209,0.000862403
3819,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:51.0,52.027529569099997,52.027529569099997,-113.9908936,51.036077900000002,-113.9901519,51.036082299999997,3819,3819,6,3818,51383,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:51.0,2006-03-21 0:00,00:00.0,0.05202753,0.000741714
3820,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:51.0,51.914358976000003,51.914358976000003,-113.9830514,51.036113899999997,-113.9823358,51.036172999999998,3820,3820,7,3819,88329,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:51.0,1999-07-21 0:00,00:00.0,0.163815838,0.000725821
3821,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:50.0,44.023378470200001,44.023378470200001,-113.9945597,51.036047500000002,-113.9939359,51.036091100000000,3821,3821,5,3820,51381,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:50.0,2006-03-21 0:00,00:00.0,0.06049209,0.000625322
3822,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:50.0,46.843708609799997,46.843708609799997,-113.9844314,51.036109300000000,-113.9837637,51.036101000000002,3822,3822,6,3821,43760,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:50.0,2003-02-03 0:00,00:00.0,0.046843709,0.000667752
3823,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:49.0,48.251761901300000,48.251761901300000,-113.9901519,51.036082299999997,-113.9894649,51.036088900000003,3823,3823,6,3822,51383,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:49.0,2006-03-21 0:00,00:00.0,0.05202753,0.000687361
3824,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,49.983593197099999,49.983593197099999,-113.9837637,51.036101000000002,-113.9830514,51.036113899999997,3824,3824,7,3823,88361,35 ST SE,Built,B,0,35,ST,SE,RP,Residential Street,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,2007-09-07 0:00,00:00.0,0.117979542,0.000712417
3825,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,51.313637361100000,51.313637361100000,-113.991625,51.036087400000000,-113.9908936,51.036077900000002,3825,3825,7,3824,51383,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,2006-03-21 0:00,00:00.0,0.05202753,0.000731461
3826,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,50.566303927100002,50.566303927100002,-113.9923459,51.036086699999998,-113.991625,51.036087400000000,3826,3826,7,3825,51384,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:25.0,2022-10-17 0:00,14:48.0,2006-03-21 0:00,00:00.0,0.050566304,0.000720901
3827,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:47.0,21.645503048999998,21.645503048999998,-113.9948664,51.036026000000000,-113.9945597,51.036047500000002,3827,3827,5,3826,51382,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:47.0,2006-03-21 0:00,00:00.0,0.065493458,0.000307452
3828,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,70.940060009199996,70.940060009199996,-114.0598025,51.151364600000001,-114.0603011,51.150817000000004,3828,3828,5,3827,109291,HARVEST OAK DR NE,Built,B,0,HARVEST OAK,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,2009-12-11 0:00,00:00.0,0.049145556,0.000750991
3829,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,199.955539006999999,199.955539006999999,-114.0557942,51.151701199999998,-114.0585564,51.151819699999997,3829,3829,5,3828,212423,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,2004-12-07 0:00,00:00.0,0.199955539,0.002800771
3830,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:30.0,36.336009439599998,36.336009439599998,-114.0587266,51.151774799999998,-114.0591948,51.151633500000003,3830,3830,3,3829,212437,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:30.0,2004-12-07 0:00,00:00.0,0.052288398,0.00048906
3831,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:40.0,63.376103215900002,63.376103215900002,-114.0603334,51.150731800000003,-114.0603131,51.150166599999999,3831,3831,6,3830,116404,HARVEST OAK RI NE,Built,FT,0,HARVEST OAK,RI,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:40.0,1999-07-21 0:00,00:00.0,0.088316352,0.00057638
3832,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:40.0,64.246604795500005,64.246604795500005,-114.0603015,51.147475300000004,-114.0604703,51.146909500000000,3832,3832,5,3831,212304,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:40.0,2009-03-10 0:00,00:00.0,0.065154018,0.00059467
3833,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:41.0,55.786766892099998,55.786766892099998,-114.0514323,51.151218499999999,-114.0522296,51.151220100000003,3833,3833,3,3832,106005,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:41.0,2004-12-07 0:00,00:00.0,0.057263808,0.000797301
3834,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:38.0,46.123766715300000,46.123766715300000,-114.0488762,51.151215700000002,-114.0495354,51.151215200000003,3834,3834,5,3833,109231,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:38.0,1999-07-21 0:00,00:00.0,0.051442593,0.0006592
3835,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,49.896530319199996,49.896530319199996,-114.0481631,51.151215100000002,-114.0488762,51.151215700000002,3835,3835,5,3834,109231,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,1999-07-21 0:00,00:00.0,0.051442593,0.000713109
3836,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,27.616945752300001,27.616945752300001,-114.0495354,51.151215200000003,-114.0499301,51.151215800000003,3836,3836,5,3835,119546,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,2004-12-07 0:00,00:00.0,0.027616946,0.0003947
3837,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,46.116869590299999,46.116869590299999,-114.0499301,51.151215800000003,-114.0505892,51.151216800000000,3837,3837,5,3836,183257,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:37.0,2004-12-07 0:00,00:00.0,0.058991384,0.000659101
3838,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:36.0,112.553582344000006,112.553582344000006,-114.053048,51.151223100000003,-114.0546248,51.151340200000000,3838,3838,5,3837,106005,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:36.0,2004-12-07 0:00,00:00.0,0.057263808,0.00158967
3839,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:36.0,52.288398462200000,52.288398462200000,-114.0591948,51.151633500000003,-114.0598025,51.151364600000001,3839,3839,4,3838,109291,HARVEST OAK DR NE,Built,B,0,HARVEST OAK,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:36.0,2009-12-11 0:00,00:00.0,0.049145556,0.000666908
3840,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:35.0,91.146691699800002,91.146691699800002,-114.0546248,51.151340200000000,-114.0557942,51.151701199999998,3840,3840,5,3839,109226,HARVEST PARK WY NE,Built,B,0,HARVEST PARK,WY,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:35.0,2004-12-07 0:00,00:00.0,0.050264726,0.001223854
3841,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:35.0,65.154017757999995,65.154017757999995,-114.0600034,51.148029299999997,-114.0603015,51.147475300000004,3841,3841,4,3840,212297,HARVEST OAK VW NE,Built,FT,0,HARVEST OAK,VW,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:57.0,2022-10-17 0:00,44:35.0,2004-06-11 0:00,00:00.0,0.086491949,0.000630711
3842,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,08:30.0,2022-10-17 0:00,08:30.0,126.368828812999993,126.368828812999993,-114.1079665,51.131486000000002,-114.1061806,51.131569100000000,3842,3842,9,3841,75521,14 ST NW,Built,FT,0,14,ST,NW,RP,Arterial Street,Corporate,2022-10-17 0:00,08:30.0,2022-10-17 0:00,08:30.0,2005-11-03 0:00,00:00.0,0.030728434,0.001793618
3843,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,08:46.0,2022-10-17 0:00,08:58.0,115.375797493999997,115.375797493999997,-114.1172028,51.130977899999998,-114.1155582,51.131028000000001,3843,3843,5,3842,90037,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,08:46.0,2022-10-17 0:00,08:58.0,2004-04-05 0:00,00:00.0,0.156495825,0.001646038
3844,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,08:51.0,2022-10-17 0:00,08:51.0,156.498163541999986,156.498163541999986,-114.1155582,51.131028000000001,-114.1135342,51.131488599999997,3844,3844,7,3843,75500,MACEWAN GLEN DR NW,Built,B,0,MACEWAN GLEN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,08:51.0,2022-10-17 0:00,08:51.0,2004-12-07 0:00,00:00.0,0.04299789,0.002116472
3845,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:06.0,61.543959966000003,61.543959966000003,-114.1183331,51.131295999999999,-114.1188305,51.131742299999999,3845,3845,4,3844,182721,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:06.0,2004-04-05 0:00,00:00.0,0.082035676,0.000679053
3846,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:08.0,83.823900687999995,83.823900687999995,-114.1191709,51.132439800000000,-114.1189716,51.131709700000002,3846,3846,6,3845,182721,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:08.0,2004-04-05 0:00,00:00.0,0.082035676,0.000787262
3847,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,82.035675508599994,82.035675508599994,-114.1188305,51.131742299999999,-114.1191709,51.132439800000000,3847,3847,6,3846,182721,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,2004-04-05 0:00,00:00.0,0.082035676,0.000790685
3848,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,27.741359927500000,27.741359927500000,-114.1179955,51.131168799999998,-114.1183331,51.131295999999999,3848,3848,3,3847,101381,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,2004-04-05 0:00,00:00.0,0.02774136,0.000362234
3849,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,158.607918705000003,158.607918705000003,-114.1189716,51.131709700000002,-114.1172028,51.130977899999998,3849,3849,5,3848,121240,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,09:37.0,2022-10-17 0:00,10:09.0,2004-04-05 0:00,00:00.0,0.158607919,0.001999392
3850,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,10:18.0,2022-10-17 0:00,10:49.0,86.671433553699998,86.671433553699998,-114.1227228,51.132691700000002,-114.1217986,51.132195799999998,3850,3850,4,3849,182730,MACEWAN PARK VW NW,Built,B,0,MACEWAN PARK,VW,NW,RP,Residential Street,Corporate,2022-10-17 0:00,10:18.0,2022-10-17 0:00,10:49.0,2002-12-30 0:00,00:00.0,0.207770338,0.001067468
3851,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,10:18.0,2022-10-17 0:00,10:51.0,207.770337904999991,207.770337904999991,-114.1217986,51.132195799999998,-114.1191709,51.132439800000000,3851,3851,6,3850,182721,MACEWAN PARK VW NW,Built,FT,0,MACEWAN PARK,VW,NW,RP,Collector,Corporate,2022-10-17 0:00,10:18.0,2022-10-17 0:00,10:51.0,2004-04-05 0:00,00:00.0,0.082035676,0.002772482
3852,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:47.0,99.247190266000004,99.247190266000004,-113.9894649,51.036088900000003,-113.98805,51.036090500000000,3852,3852,6,3851,43748,BIRCH CR SE,Built,B,0,BIRCH,CR,SE,RP,Residential Street,Corporate,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:47.0,2005-05-11 0:00,00:00.0,0.150377425,0.001414909
3853,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:46.0,100.126537412000005,100.126537412000005,-113.9858588,51.036101100000003,-113.9844314,51.036109300000000,3853,3853,4,3852,43760,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:46.0,2003-02-03 0:00,00:00.0,0.046843709,0.001427423
3854,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:46.0,99.362243247400002,99.362243247400002,-113.98805,51.036090500000000,-113.9866335,51.036092199999999,3854,3854,6,3853,43762,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:46.0,2003-02-03 0:00,00:00.0,0.099362243,0.001416525
3855,EXISTING,5A,Cycle Track,,1 - Protected Lane,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:42.0,51.036684073499998,51.036684073499998,-113.9930735,51.036088700000001,-113.9923459,51.036086699999998,3855,3855,7,3854,51381,19 AV SE,Built,B,0,19,AV,SE,RP,Collector,Corporate,2021-09-23 0:00,15:26.0,2022-10-17 0:00,14:42.0,2006-03-21 0:00,00:00.0,0.06049209,0.000727603
3856,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,27:59.0,39.960648211100001,39.960648211100001,-113.9757369,51.038307600000003,-113.9757371,51.037948399999998,3856,3856,7,3855,71695,40 ST SE,Built,B,0,40,ST,SE,RP,Residential Street,Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,27:59.0,1999-07-21 0:00,00:00.0,0.031472384,0.0003592
3857,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:13.0,9.789952435349999,9.789952435349999,-113.9757371,51.037948399999998,-113.9757375,51.037860400000000,3857,3857,8,3856,44970,40 ST SE,Built,B,0,40,ST,SE,RP,Residential Street,Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:13.0,2004-12-06 0:00,00:00.0,0.058639699,8.80005E-05
3858,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:14.0,31.472384093900001,31.472384093900001,-113.9757376,51.038590499999998,-113.9757369,51.038307600000003,3858,3858,3,3857,71695,40 ST SE,Built,B,0,40,ST,SE,RP,Residential Street,Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:14.0,1999-07-21 0:00,00:00.0,0.031472384,0.000282901
3859,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:14.0,9.847939734700001,9.847939734700001,-113.9757363,51.039394399999999,-113.9757394,51.039305900000002,3859,3859,3,3858,32068,40 ST SE,Built,B,0,40,ST,SE,RP,Residential Street,Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:14.0,2007-05-10 0:00,00:00.0,0.171323719,8.85539E-05
3860,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:15.0,58.639698936300000,58.639698936300000,-113.975738,51.037772699999998,-113.9757409,51.037245599999999,3860,3860,7,3859,83,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:15.0,2007-09-10 0:00,00:00.0,0.051540008,0.000527108
3861,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:15.0,9.756600414450000,9.756600414450000,-113.9757375,51.037860400000000,-113.975738,51.037772699999998,3861,3861,8,3860,44970,40 ST SE,Built,B,0,40,ST,SE,RP,Residential Street,Corporate,2022-10-17 0:00,26:56.0,2022-10-17 0:00,28:15.0,2004-12-06 0:00,00:00.0,0.058639699,8.77015E-05
